,Acc,Dice,Fdr,Fnr,Fpr,Jac,Mcc,Npv,Ppv,Sen,Spe,hausdorff,precision
0,0.9988784790039062,0.9631024096385542,0.029835651074589128,0.04385746324445552,0.00045713223130890905,0.9288307915758897,0.9625593202818445,0.9993183288211349,0.9701643489254109,0.9561425367555445,0.9995428677686911,0,0.9701643489254109
1,0.9985809326171875,0.9566534607317642,0.0033988832240835153,0.08021510194936142,5.433074227436249e-05,0.9169086441813714,0.9567279753835117,0.9986125375448115,0.9966011167759165,0.9197848980506386,0.9999456692577257,0,0.9966011167759165
2,0.9986991882324219,0.9630352303523035,0.005373936408419167,0.06661063248581635,9.324552712862054e-05,0.9287058331591052,0.9628771939873048,0.9987697824416519,0.9946260635915808,0.9333893675141837,0.9999067544728714,0,0.9946260635915808
3,0.9986076354980469,0.9618001046572475,0.004333694474539545,0.06983805668016195,7.775928834699305e-05,0.9264112903225806,0.9616691174514574,0.9986603450485189,0.9956663055254604,0.930161943319838,0.999922240711653,0,0.9956663055254604
4,0.9989738464355469,0.9712637538724496,0.028839991454817346,0.02863247863247863,0.000524345151166765,0.9441329179646937,0.9707413554741022,0.9994795368654914,0.9711600085451827,0.9713675213675214,0.9994756548488333,0,0.9711600085451827
5,0.9981002807617188,0.9490589198036007,0.008336896109448481,0.09003530796390742,0.00015172381597068228,0.903056258516644,0.9490026207352027,0.9982172403346461,0.9916631038905516,0.9099646920360925,0.9998482761840293,0,0.9916631038905516
6,0.9989738464355469,0.9725033220893387,0.0163358147229115,0.038407115423488986,0.000307157548493956,0.9464783127735774,0.9720455308367701,0.9992615853374166,0.9836641852770885,0.961592884576511,0.999692842451506,0,0.9836641852770885
7,0.9980506896972656,0.949300525845818,0.0006266973052015876,0.09599395313681028,1.1679877906342952e-05,0.9034938621340888,0.9495490672264312,0.998026088274265,0.9993733026947984,0.9040060468631897,0.9999883201220937,0,0.9993733026947984
8,0.9990196228027344,0.9726857264321395,0.024098955001066326,0.030508474576271188,0.00043896450991360556,0.946823918890958,0.9721920568294629,0.9994406789536036,0.9759010449989337,0.9694915254237289,0.9995610354900863,0,0.9759010449989337
9,0.9987945556640625,0.9669248482311074,0.009648370497427101,0.05541922290388548,0.0001749243937897953,0.9359675785207701,0.9665918888235199,0.9989474910672673,0.9903516295025729,0.9445807770961145,0.9998250756062103,0,0.9903516295025729
10,0.99859619140625,0.9612794612794613,0.006956521739130435,0.06851549755301795,0.00012439744985227804,0.9254457050243112,0.9610754374674814,0.9986953685583823,0.9930434782608696,0.9314845024469821,0.9998756025501477,0,0.9930434782608696
11,0.9985923767089844,0.9607988951450123,0.006808697562047002,0.06954732510288066,0.00012048942025155082,0.9245553056634636,0.9606128733802776,0.9986878423547406,0.993191302437953,0.9304526748971194,0.9998795105797484,0,0.993191302437953
12,0.9982337951660156,0.9516246996134156,0.00350109409190372,0.08938212357528494,6.222218765434019e-05,0.9077137731712178,0.9517286973914046,0.9982645763935801,0.9964989059080963,0.910617876424715,0.9999377778123456,0,0.9964989059080963
13,0.9985237121582031,0.9579667644183774,0.019346230820547032,0.06369426751592357,0.0003379506980429935,0.9193245778611632,0.9574813352180015,0.9988356161725152,0.980653769179453,0.9363057324840764,0.999662049301957,0,0.980653769179453
14,0.9985923767089844,0.9587479038569033,0.012664057103384757,0.06823120382442416,0.00021355740034635127,0.9207644406270131,0.958448403202897,0.9987820062761588,0.9873359428966152,0.9317687961755758,0.9997864425996537,0,0.9873359428966152
15,0.9988365173339844,0.9638925062152244,0.01595358955765047,0.055452436194895594,0.0002559786529317313,0.9303016453382084,0.9635102582644529,0.9990736685438767,0.9840464104423495,0.9445475638051044,0.9997440213470683,0,0.9840464104423495
16,0.9986305236816406,0.9547801990175085,0.01762571280456195,0.0713060524381279,0.0002635015480715949,0.913473126054471,0.9544737680949883,0.9988733419542678,0.9823742871954381,0.9286939475618721,0.9997364984519284,0,0.9823742871954381
17,0.9987754821777344,0.9544228311798949,0.014947245017584994,0.07435968052877995,0.00019728214828654652,0.9128191200434547,0.9542769339247065,0.9989564491442883,0.985052754982415,0.92564031947122,0.9998027178517135,1,0.985052754982415
18,0.9991493225097656,0.9643257078867381,0.030244530244530245,0.04104358892777601,0.0003629329616487967,0.9311090515909793,0.9639107265982192,0.9995019997220463,0.9697554697554698,0.958956411072224,0.9996370670383512,1,0.9697554697554698
19,0.9988937377929688,0.949809622706819,0.011883327331652862,0.08563812062645784,0.00012734281844387077,0.9044166117336849,0.9499813140931811,0.9990091260646111,0.9881166726683471,0.9143618793735422,0.9998726571815562,0,0.9881166726683471
20,0.9988250732421875,0.9407008086253369,0.0012264922322158627,0.11098981077147016,1.1565328686641274e-05,0.8880407124681934,0.941734674676375,0.998825558918436,0.9987735077677842,0.8890101892285298,0.9999884346713134,0,0.9987735077677842
21,0.9985122680664062,0.9171974522292994,0.045936395759717315,0.1169255928045789,0.00040046515568082925,0.8470588235294118,0.9171454044160476,0.9988994920732646,0.9540636042402827,0.8830744071954211,0.9995995348443192,1,0.9540636042402827
