,acc,dice,jac,mcc,sen,spc,pre
0,99.88429665513043,88.62399493575528,85.19120791660288,90.37577092369199,99.91351626979136,99.01114621289153,100.00152685767979
1,99.7232294405552,90.72921177445839,77.3126385503186,90.52934648627269,99.98348671392293,99.92288861807074,99.97766407541187
2,99.73643318884979,93.98658325630264,95.35507161768052,91.5554299451735,99.77659086828089,93.90518852216219,99.95679944769864
3,99.71922608438743,93.1604334759649,95.32109450295428,87.69054449951534,99.8482992429366,99.23367483588856,99.95581694259914
4,99.96574999211927,93.59944581411408,78.74681379611447,96.48793642713619,99.79832863607072,102.62709897028884,99.96577259692921
5,99.7619443047131,88.76824274379689,85.04062453137578,90.5383578007624,99.81025551961349,99.14161800140988,99.97733358191586
6,99.87845590300974,93.09154012232979,92.4036946901114,95.58074968724652,99.70571779936917,99.96477302681923,99.98225939886566
7,99.89004914456196,93.59552461977306,81.86431628360039,90.01839531059886,99.73801641227176,95.80899032636297,99.98882419585749
8,99.89778824140781,99.38255554349453,79.41256758239209,93.56555080668726,99.74494275286968,96.76493258542789,99.94999470927391
9,99.9128261153989,90.89726823104503,90.90694204652834,92.24569490386493,99.79308110648125,98.97953844926369,99.97951201952172
10,99.84419739771427,90.43082856397255,86.9076615721277,92.57442935761175,99.7485420983586,97.0644343231554,99.96174081098235
11,99.72799005814893,92.61781636767819,80.03232906291356,87.1731990000898,99.81323185114103,101.70477160722982,99.9631078404884
12,99.8268528145839,90.05942960553561,81.85217712894409,90.95026585163684,99.80680368546855,95.2843494984509,100.01601453783051
13,99.78644653884704,89.8894945189698,83.22007508763568,92.44757700861939,99.90902127256957,99.168328618785,99.98376073938068
14,99.89695834407291,96.64633928609935,89.27076825253077,89.9703987566766,99.82410587300227,96.74431154916782,99.99968808977661
15,99.90842568643697,94.76017315716719,78.52974355902272,93.92619848759102,99.79098871227974,92.23329947932649,99.97543568732685
16,99.85411707051976,91.78468696746774,94.41413183303203,95.1870662815545,99.94818328969683,97.20079391390487,100.00762072153
17,99.92552690062661,96.50206882936932,88.79172740026277,97.9361625930013,99.7655406087957,103.03300745497502,99.97334379642604
18,99.88052529033796,89.14085116794652,85.76983674459298,90.25464629815858,99.94238652497626,98.94993435595921,99.97943821249234
19,99.89708301996126,89.88712260002235,89.52875905495634,86.84474309118016,99.96205377289994,97.96134339425613,99.95538611409626
20,99.89372441196257,94.198330301629,82.53152464468516,90.51555256773489,99.7855339735362,100.56056428288237,99.94169927124233
21,99.92390583545219,89.84953248074542,89.7026662097638,90.49477961112272,99.72602097713916,96.12102111830634,100.00718670947724
22,99.83702340012972,95.60285358530727,82.70626847933896,87.90929287755345,99.88526913327027,102.65985159440933,99.97676348876325
23,99.84445626733628,90.58224800624531,88.2981150885319,91.5044186751981,99.83993013438788,100.29003079111118,99.96981723939417
24,99.9936635688566,88.42367566028958,85.49973722182187,94.84847787394567,99.75340568972389,95.75095529610107,99.95965174012198
25,99.9257451108414,86.55463649069888,87.69493059706008,94.32865552200751,99.68181844460224,95.51971957813645,100.01179347067955
26,99.90861188719141,91.84255792291476,87.05340560349013,89.50124906753385,99.9848702967553,99.42053769146743,99.99612695685344
27,99.89425894926667,90.63315726498953,79.62501216558428,93.97231445402048,99.85930478512162,94.414206043239,99.97695740566803
28,99.74534072002294,98.49264433218308,83.06349791159542,94.81116194514729,99.89170894444491,97.21307315152497,99.9562891348752
29,99.76568541959635,99.42961211889997,83.42003017803707,91.97366399976755,99.68608782982984,102.05430936188841,100.01846368851332
30,99.82123609509611,95.53740359524424,82.49565618825979,91.32338707975838,99.91931270608504,97.37226080069169,99.96817886203735
31,99.7614948943872,96.19066327012855,82.68436718029524,94.21144109751248,99.81514535096704,94.46792684197152,99.96404051634353
32,99.94228153207348,90.97223343302961,83.24644584963184,95.0713458598192,99.94781555131276,103.89558778806784,99.97894295736967
33,99.92952137100606,88.5659787518637,85.17876946988297,97.50687211913089,99.77299207747387,96.10402103148493,99.97518486002721
34,99.92507922407228,88.81172266885304,80.95315928371473,93.71101851663362,99.9500353890121,96.5246851646857,99.95325942216296
35,99.92519399271967,95.51754163994022,85.84511427806632,90.60108942926745,99.82977074248639,96.23487504254854,100.00158853750251
36,99.94502200406455,90.73522163491049,82.90214265286708,91.3025773328458,99.95300998598007,95.98225997985276,99.96068696220348
37,99.89558149801775,93.43828670812141,90.20450722428896,90.03182549119431,99.78194076712519,100.96019343534543,99.98146738620665
38,99.97740961065281,97.9961197498369,75.13081267048213,91.75442193714535,99.91577350983994,97.47656115872465,99.99790196264797
39,99.87025393599495,87.81358386714734,80.80307083314264,91.33946818058116,99.97860486023654,100.09270672503334,99.99557001004091
40,99.79727529426458,95.27655645753258,94.82064702286577,89.04837561331817,99.79885366524206,99.18638599792843,99.98117930264907
41,99.8567237810355,91.77958385865314,91.1605040358963,96.25880812449859,99.86177246528175,99.44541621605791,99.9895751683134
