,acc,dice,jac,mcc,sen,spc,pre
0,100.83451332171681,97.65360149890944,91.4011972313006,97.30229757738803,99.91537081891302,102.32952151036541,100.9755874854994
1,94.85489298061168,60.406808128389244,52.745065733247216,63.47818251659132,99.71403680069399,59.425242227890536,94.95570034075047
2,95.34508213604833,63.46017492151316,55.91396532394879,66.25096965845519,99.73054148606224,62.942390679861916,95.44919043326077
3,94.70626838288298,59.48103201459095,51.784260252980886,62.63747772135827,99.70903260548428,58.3588482286991,94.80607490397983
4,103.85846845742773,116.48968567758013,110.9499981086237,114.40749834504574,100.01718749014908,124.02665415076933,104.01990595545755
5,96.2921823124736,69.35962046490293,62.03663313114251,71.60830398974969,99.76243038089137,69.73791416795035,96.40266838865188
6,100.61767539923615,96.3029275709996,89.99941672233473,96.07573963204288,99.90806987876216,100.7736911642163,100.75728937498857
7,101.04807449186241,98.98386467995101,92.78179469486807,98.51032035800957,99.92256143070244,103.86184088268952,101.19058677800288
8,101.33538846226473,100.77353082555472,94.639177937873,100.13553069563888,99.93223530175976,105.92334280500384,101.47983552261667
9,101.89366953418408,104.25103918599518,98.24826769573554,103.2934842337686,99.95103264424863,109.92905648938148,102.04187606303381
10,99.34582839014233,88.38064822142526,81.77737545142513,88.881453519997,99.86524674714283,91.64808181613905,99.47687773957088
11,95.03163090877909,61.50770094694046,53.88761395574362,64.47791221127567,99.71998757268616,60.6933517394217,95.13362842331631
12,98.70191074142706,84.36971337252547,77.61467550013454,85.23909106261773,99.84356601822986,87.02791848478475,98.82862394507303
13,97.2018277546963,75.02576210837758,67.91716932328916,76.75377315787802,99.79305817355879,76.2646967853798,97.31843938940804
14,101.30457852370694,100.58161706686138,94.44000257749937,99.96125225531196,99.93119793009114,105.70227890242249,101.44881810972515
15,101.73030360897222,103.23343998854747,97.1921647448709,102.36939415176204,99.94553210804621,108.75689222464578,101.87741003058144
16,99.71409624304628,90.67457255769574,84.15809692474369,90.96458480915072,99.8776463381497,94.2904346597025,99.84762551067622
17,102.36518618576241,107.18809576990057,101.29645615038329,105.96064913158538,99.96690862578325,113.3122281544098,102.51656791091906
18,100.69450140379627,96.78147339065019,90.49606968110722,96.51031097096882,99.91065661292244,101.32492421377057,100.83463272638076
19,101.30920711606133,100.61044836603858,94.46992479069951,99.98743419186208,99.93135377495156,105.73548944217742,101.45347787105163
20,101.18451879411018,99.83377026634281,93.66385887101524,99.28212651213835,99.9271555149532,104.84084023652787,101.32794989710081
21,102.30500414116253,106.81322444831878,100.90740050852544,105.62022544495977,99.96488229431523,112.88041691857694,102.45598060002557
22,99.07949372981562,86.72166127999635,80.05561603113135,87.37491402723994,99.85627925016215,89.73710820955256,99.20874957984805
23,99.35543892485916,88.44051182151331,81.8395041607057,88.93581614061749,99.86557033417034,91.71703821169993,99.48655299169323
24,104.89475999380116,122.94470029808801,117.64925652558323,120.26934945988533,100.05207946107075,131.46213315417597,105.0631758860153
25,102.37328723998691,107.23855688207337,101.3488266019356,106.00647327669365,99.96718138855175,113.37035390037748,102.52472351769725
26,101.73721631198124,103.27649891301446,97.23685292593935,102.40849631019692,99.94576485898926,108.8064914506129,101.8843692837791
27,101.204363491525,99.95738201791669,93.79214782400001,99.39437934600002,99.92782368658334,104.98322761090836,101.34792822884167
28,95.67577423085163,65.52004150530482,58.05177280550555,68.12155120481735,99.74167590002867,65.31513429611059,95.78210941085737
