,acc,dice,jac,mcc,sen,spc,pre
0,101.03987104947743,89.3928598610834,77.75378085304013,89.93766839630105,99.78735288349995,104.95513517816964,101.41416770460785
1,92.42277506970302,52.54873452700126,43.12432971936731,55.91221931728532,99.3242846415962,60.90325199184632,92.63600451025822
2,93.12917560346358,55.56909194938869,45.96313560270413,58.701511144517426,99.36224541794313,64.51447715041665,93.35560879231338
3,92.208595514727,51.63296680362241,42.26360814329538,55.06651032684255,99.31277499261383,59.80833407995947,92.4178215991144
4,105.3976245783807,108.02531069728197,95.26624830564207,107.14468583519482,100.02153122734289,127.2326228446191,105.85337457049997
5,94.49402030215052,61.404759703120206,51.448025513315166,64.09073437064106,99.43558987605014,71.49176733903116,94.74596460686361
6,100.72739081102046,88.0567878134753,76.49801914709153,88.70380951080504,99.77056072115296,103.35768947316062,101.09584671403017
7,101.34762923406434,90.70874181854614,78.99056608081932,91.15288178871201,99.80389129061561,106.52844103769343,101.7276783786263
8,101.76167091531752,92.4790602220352,80.6544719026779,92.78776599739862,99.82614119404744,108.64508402503444,102.14945915672533
9,102.56619717384105,95.91897389749795,83.8876148107631,95.96451687801722,99.86937508177184,112.75794256159863,102.96902328923994
10,98.89456077771352,80.22015472713959,69.13244050856835,81.46670026713983,99.67206751842852,93.98798827485324,99.22875817542779
11,92.67746811096785,53.63772580156814,44.14786250202033,56.91789978396183,99.33797141717818,62.20528090373284,92.89545816911678
12,97.96662558023833,76.25258133606575,65.4033551355372,77.8026570808476,99.62220184192869,89.244244788695,98.28347839482223
13,95.80488982831655,67.00964576125999,56.71600585211321,69.26683133143682,99.50603379918523,78.19312837466495,96.08133636716359
14,101.71727140790091,92.2892212066791,80.47604397567653,92.6124501854031,99.82375523920962,108.418107103942,102.10422975197382
15,102.33077422437748,94.91237577245508,82.94152258394685,95.03492625980824,99.85672384850626,111.55442524050913,102.72919991081443
16,99.42526327280744,82.48927988139633,71.26517016174955,83.56223114730042,99.70058657774432,96.70101878715583,99.76938034332721
17,103.24568918352294,98.8242785183341,86.61828363471838,98.64755775736863,99.90588983930147,116.2316073213743,103.66121608414954
18,100.83810303308016,88.53016016480532,76.94293742265856,89.14096758389125,99.7765102097216,103.92366690742844,101.2086283234181
19,101.72394156792677,92.31774081613548,80.50284929166831,92.63878796681362,99.82411368238859,108.45220595940133,102.11102458788801
20,101.54425603999715,91.5494592364364,79.78074857195116,91.92928202709155,99.81445768439237,107.53362667176113,101.92798045195971
21,103.15896219669213,98.45345985968832,86.26975462222072,98.305107739275,99.90122927692504,115.78824599617379,103.57286803214431
22,98.5107519069397,78.57910277967208,67.59003102788851,79.95119327740208,99.65144227537293,92.02589993547677,98.8377753070694
23,98.90841030249065,80.27937115317263,69.18809747729887,81.52138647478783,99.67281176859179,94.05878911647089,99.24286656982692
24,106.89100093382793,114.41054137594652,101.26766730416831,113.04142892095606,100.10178276046271,134.86698608227923,107.37466450268452
25,103.2573634300148,98.87419410496987,86.66519883090065,98.69365466524539,99.90651719366902,116.29128781512244,103.6731085408562
26,102.34073596474065,94.95496919503594,82.981555746154,95.07426116918619,99.85725917567531,111.60535114685172,102.73934785193207
27,101.57285378576667,91.67173464475003,79.89567409233337,92.04220303258336,99.81599447914166,107.67982262443336,101.95711273503333
28,93.60572852122728,57.606689705247476,47.878254804932055,60.58322710484603,99.38785457006595,66.95068692627403,93.84106924125022
29,94.69416994840442,62.26053973266377,52.252365213214034,64.88104488972775,99.44634558133949,72.51496225960018,94.94985536800077
30,97.66613108764152,74.9677567532336,64.19576044566219,76.61612508905179,99.6060537734013,87.70807200878421,97.97736718273762
31,94.46997684971495,61.301957091070946,51.35140229324701,63.99579643929503,99.43429782136319,71.36885361489794,94.72147174410215
32,104.14206196593108,102.65690046180814,90.2205293957978,102.18697365052225,99.95405940471124,120.81399902209628,104.57434349800457
33,103.459393348824,99.73801361763532,87.47709476630206,99.49138962502934,99.91737394164241,117.32409497015632,103.87891471983005
34,103.2217384878668,98.72187250653326,86.52203317553946,98.55298608526842,99.9046027692078,116.10916778376765,103.63681771193907
35,103.22787861050223,98.74812583462405,86.5467084347286,98.57723096202984,99.90493272906905,116.14055700882918,103.6430726032219
36,104.28867721745324,103.28378342976501,90.80973087387748,102.76589835863544,99.96193826168557,121.56351811165345,104.72369922151778
37,101.6436101439491,91.97426767155808,80.18002207381416,92.32159145624763,99.819796806801,108.04153970785195,102.02919164196685
38,106.02141416992524,110.69244843682986,97.77306629035375,109.60778025040571,100.05505263062682,130.42152851354302,106.48882378057804
39,100.28858557573012,86.18058785884608,74.73459623891544,86.97114397893435,99.7469800659855,101.11445149462034,100.64883951172507
40,96.384228243155,69.48672356302251,59.04418826688454,71.55440591339236,99.53716647101066,81.15479298136242,96.67150353741957
41,99.56472228539867,83.08556491186813,71.82561292263016,84.11289874374707,99.70808087047703,97.41395411320626,99.91144606643415
42,102.28837568611067,94.73109230276292,82.77113593483728,94.86751147085755,99.85444542238444,111.33767757292091,102.68600887650527
43,104.81816063268968,105.54769616313581,92.93756142108938,104.85661558234945,99.99039180970061,124.27031650543232,105.26307952302034
44,101.92073884582135,93.15918712115202,81.29371685703906,93.41586133046279,99.8346892370418,109.45826307162875,102.31150031957502
45,103.14263648243397,98.38365598797702,86.20414661165054,98.24064405447058,99.90035196050462,115.70478650365777,103.55623716434863
46,106.3499784190132,112.09729090372466,99.093464674539,110.90514843021566,100.0727091206479,132.10119808598336,106.82352941749943
47,96.96366739197076,71.96423207314598,61.37277550044321,73.84237825334245,99.56830455611058,84.11697255521497,97.26177332453095
48,101.4884547306001,91.31086952569667,79.55650031923403,91.70894508110786,99.81145901589673,107.24836203400237,101.87113612743374
49,97.00441221612455,72.13844475585964,61.5365163825566,74.00326318983758,99.57049411441791,84.32526618897316,97.30327973418295
50,105.50299953174648,108.47586248386932,95.68971774440176,107.56076917909242,100.02719390007049,127.77131536322736,105.9607191491623
51,99.2445090493023,81.71642887902617,70.53877468411203,82.84850535822635,99.69087314984569,95.77697616792855,99.58524753620515
52,94.82611025711728,62.82467703393605,52.78259262206011,65.40202414609394,99.45343583157405,73.18946084713228,95.08426185070826
53,98.53683421186714,78.69062291522634,67.69484776731656,80.05418181788662,99.65284389456295,92.15923657842362,98.86434513171513
54,103.62361245342397,100.44016539664923,88.13704070067578,100.1398248745012,99.92619880006717,118.1636075889992,104.04620334040386
55,96.88382158466759,71.62283528023755,61.0518998262342,73.52709924786964,99.56401377674615,83.70878884872117,97.18043507223146
56,96.90917024346489,71.73121856434753,61.15376826812992,73.62719091461602,99.56537597102732,83.83837498294668,97.20625753773525
57,97.7025779038795,75.1235924394848,64.34222895951577,76.7600389195242,99.60801236399352,87.894393583384,98.01449524787725
58,99.96726450864999,84.80671507203147,73.44330596934105,85.70237621406184,99.72971281238073,99.47181015169664,100.3215124433911
59,90.28997911385055,43.42953686529557,34.553280550988184,47.49066519254071,99.20967177480972,50.00008014276869,90.46334320943654
60,98.07837747550457,76.73039901909661,65.8524515370744,78.24392040561379,99.62820720078646,89.81553718785976,98.39731911056072
61,100.82150532506726,88.45919332914274,76.87623635307403,89.0754299050553,99.77561827681436,103.83881694216628,101.19172037787226
62,99.53707466005645,82.96735193435349,71.71450564321749,84.00372938199858,99.70659513360116,97.27261531823248,99.88328166304815
63,98.07028084058632,76.69578022960974,65.819913658431,78.21195004810953,99.62777210124646,89.77414597944595,98.38907113667204
64,101.52672512269989,91.47450227696447,79.71029722206497,91.86005947981964,99.81351560238808,107.44400600109194,101.91012185396531
65,94.71513846929119,62.35019485701608,52.33663123173096,64.96384115210773,99.4474723943778,72.6221564738531,94.97121582385738
66,96.58248836194595,70.33442453822683,59.84093453866128,72.33725544787067,99.54782063627279,82.1683283549947,96.87346945282344
67,93.23005507432403,56.000422397226544,46.36853908373205,59.099843634597185,99.36766651100339,65.0301880902359,93.45837386075999
68,92.25704976279172,51.84014267735711,42.45833082243401,55.25783668018225,99.315378842393,60.0560394415614,92.46718153405885
69,101.7044165093321,92.23425750485453,80.42438410292338,92.56169135694216,99.8230644385856,108.35239094023044,102.09113457492708
70,95.31471810948726,64.91381808495721,54.746156888593674,67.33134019867633,99.47969279560328,75.68729725130405,95.58200256013188
71,94.95994468683962,63.396913030178744,53.320431919075105,65.93048252513775,99.46062786868531,73.87364246449786,95.22059785855625
72,103.27627322992184,98.95504675410508,86.74119148473264,98.76832186581288,99.90753337450515,116.38795753988083,103.69237179496712
73,103.19897425809783,98.62453946803514,86.43055075684177,98.46309929015266,99.90337945779497,115.99279363719174,103.61362798254827
74,96.00879140751888,67.88146793401768,57.53542341339367,70.07195672595076,99.51699112703956,79.23550373750311,96.289049190837
75,93.61791115470061,57.65877900257505,47.9272130516006,60.63133142860756,99.38850924429465,67.01296637029192,93.85347958749875
76,99.24919831502947,81.73647877687834,70.5576193968474,82.86702138411168,99.69112514309738,95.80094839552449,99.59002445175899
77,103.64699248781343,100.54013143153875,88.23099784822222,100.23214323459042,99.92745520378436,118.28312982087803,104.07002038478191
78,105.51899327633701,108.54424695256247,95.7539916712609,107.62392204908774,100.02805337699941,127.85307777716213,105.97701184224985
79,104.21105951026978,102.95191332662075,90.49780924687852,102.45941722513064,99.95776721667337,121.16672478614547,104.6446307160692
80,105.87648390186035,110.072769954216,97.19063624112104,109.03550886482242,100.04726432182895,129.68062331137958,106.34118453553998
81,102.52314451804722,95.73489361688412,83.71459946504956,95.79451924182194,99.86706150447449,112.53785094740024,102.92516591090791
82,97.04875102610478,72.32802424713023,61.71470038528088,74.17833933204923,99.57287680747758,84.55193281569451,97.34844730696655
